Gender,Major,Program,GPA
Female,B.Tech,ECE,8.85
Male,B.Tech,ECE,8.18
Female,B.Tech,ECE,6.91
Male,MS,ECE,8.8
Female,PhD,CHD,8.62
Male,PhD,CHD,8.26
Male,B.Tech,CHD,9.09
Male,PhD,CSE,7.93
Male,B.Tech,CSE,7.6
Female,B.Tech,CSE,7.84
Male,B.Tech,CHD,6.71
Male,B.Tech,ECE,7.56
Female,B.Tech,CSE,7.95
Male,B.Tech,CND,7.24
Female,PhD,CND,8.54
Male,B.Tech,CND,7.11
Female,B.Tech,CSE,7.8
Male,PhD,CND,8.19
Male,B.Tech,CSE,6.69
Male,B.Tech,CSE,7.02
Female,B.Tech,CSE,8.18
Male,B.Tech,ECE,5.25
Male,B.Tech,CSE,6.09
Male,B.Tech,ECE,9.28
Female,MS,CND,8.19
Female,B.Tech,CSE,6.59
Other,B.Tech,CSE,7.79
Male,B.Tech,CSE,6.21
Male,B.Tech,CND,4.9
Male,B.Tech,CSE,7.35
Female,PhD,ECE,7.93
Male,MS,CSE,8.07
Male,B.Tech,CHD,7.33
Female,PhD,CSE,8.37
Male,B.Tech,ECE,5.29
Male,B.Tech,ECE,7.03
Male,B.Tech,CHD,7.44
Male,B.Tech,CSE,5.6
Female,MS,CHD,6.94
Male,B.Tech,CSE,5.93
Male,B.Tech,CND,7.75
Male,MS,ECE,6.6
Male,PhD,CHD,8.71
Male,MS,ECE,8.27
Male,B.Tech,CSE,6.74
Male,B.Tech,CSE,5.52
Male,B.Tech,ECE,6.2
Male,B.Tech,CND,7.78
Male,PhD,ECE,8.93
Female,PhD,CND,7.78
Female,MS,CSE,8.8
Female,B.Tech,CND,7.69
Male,MS,ECE,8.0
Male,PhD,ECE,7.93
Male,B.Tech,ECE,6.42
Male,B.Tech,ECE,8.82
Male,MS,CHD,8.12
Male,B.Tech,ECE,8.33
Other,PhD,CHD,8.42
Male,B.Tech,CSE,6.55
Male,MS,ECE,8.41
Female,MS,ECE,9.51
Male,B.Tech,ECE,6.36
Female,MS,ECE,8.64
Female,B.Tech,ECE,7.19
Female,B.Tech,ECE,5.55
Male,B.Tech,CSE,5.53
Female,B.Tech,ECE,6.55
Male,MS,CSE,8.24
Male,PhD,CHD,8.74
Male,B.Tech,CSE,5.43
Male,B.Tech,ECE,7.65
Male,B.Tech,ECE,6.88
Male,B.Tech,ECE,7.0
Female,PhD,CHD,8.59
Female,B.Tech,CSE,8.75
Female,B.Tech,CSE,7.3
Male,B.Tech,ECE,5.64
Female,B.Tech,CHD,6.81
Male,MS,ECE,8.6
Female,B.Tech,CSE,7.89
Female,B.Tech,ECE,7.67
Male,MS,CHD,7.64
Female,MS,ECE,7.04
Male,MS,CND,8.41
Male,PhD,CHD,7.69
Male,PhD,CSE,8.65
Male,B.Tech,CSE,7.69
Female,B.Tech,ECE,6.53
Male,B.Tech,ECE,6.89
Male,MS,CSE,8.14
Male,B.Tech,CND,6.39
Female,B.Tech,CSE,5.62
Female,B.Tech,ECE,6.96
Female,MS,CSE,8.05
Female,B.Tech,CHD,8.36
Male,B.Tech,ECE,6.22
Male,B.Tech,CSE,8.07
Male,MS,CND,7.2
Male,B.Tech,CSE,5.66
Female,B.Tech,ECE,6.7
Male,B.Tech,CHD,6.06
Female,B.Tech,ECE,5.64
Male,B.Tech,CND,8.94
Male,B.Tech,CHD,6.55
Male,B.Tech,CND,9.31
Female,MS,CSE,7.3
Female,B.Tech,CSE,5.29
Female,B.Tech,ECE,8.29
Male,MS,CHD,7.49
Other,MS,ECE,8.1
Male,B.Tech,CSE,5.64
Male,B.Tech,CHD,6.96
Other,MS,CND,7.04
Male,MS,ECE,7.95
Female,B.Tech,CSE,6.53
Male,B.Tech,CSE,7.23
Male,B.Tech,CSE,7.63
Female,B.Tech,ECE,7.24
Male,B.Tech,CND,7.45
Female,B.Tech,CSE,6.89
Male,B.Tech,ECE,6.56
Male,B.Tech,ECE,7.47
Male,B.Tech,CSE,6.89
Male,B.Tech,ECE,6.93
Male,B.Tech,ECE,7.4
Male,B.Tech,CHD,5.97
Female,MS,ECE,9.0
Male,B.Tech,ECE,6.75
Male,MS,ECE,8.09
Male,B.Tech,CSE,6.96
Male,B.Tech,CSE,7.65
Female,B.Tech,CSE,7.34
Female,PhD,CSE,8.28
Male,B.Tech,CSE,8.45
Female,B.Tech,ECE,4.0
Male,B.Tech,ECE,8.24
Male,PhD,CSE,8.76
Female,PhD,ECE,7.38
Male,B.Tech,ECE,7.93
Female,B.Tech,CSE,8.06
Female,B.Tech,ECE,7.56
Male,B.Tech,ECE,5.44
Female,B.Tech,CSE,7.68
Female,MS,CSE,8.71
Male,MS,CSE,7.6
Male,B.Tech,CSE,7.44
Male,B.Tech,CND,6.65
Other,B.Tech,CSE,7.89
Female,B.Tech,ECE,6.69
Male,B.Tech,ECE,6.42
Male,B.Tech,CSE,6.96
Male,B.Tech,CSE,5.66
Male,B.Tech,CHD,6.86
Male,MS,CND,8.25
Male,B.Tech,CSE,7.87
Male,B.Tech,CSE,7.25
Male,B.Tech,ECE,5.57
Male,B.Tech,CSE,8.35
Male,PhD,CSE,9.02
Female,MS,CSE,8.08
Male,B.Tech,CSE,6.25
Male,MS,CSE,7.63
Male,B.Tech,ECE,6.8
Male,PhD,CHD,8.44
Male,B.Tech,ECE,6.7
Male,B.Tech,CSE,6.14
Male,B.Tech,ECE,8.02
Female,MS,CHD,8.18
Female,B.Tech,CSE,5.95
Female,MS,CSE,8.2
Female,B.Tech,CSE,7.16
Female,PhD,CSE,7.94
Male,B.Tech,CND,8.2
Male,PhD,CHD,8.37
Male,B.Tech,CSE,6.78
Male,B.Tech,ECE,6.92
Female,PhD,ECE,8.52
Male,PhD,CSE,8.26
Male,B.Tech,CSE,6.92
Male,B.Tech,ECE,8.07
Male,B.Tech,CSE,5.58
Female,B.Tech,CSE,5.75
Female,B.Tech,CSE,7.78
Male,B.Tech,CSE,9.42
Female,B.Tech,ECE,7.88
Male,MS,CND,9.3
Female,MS,CHD,7.7
Male,B.Tech,ECE,6.36
Male,B.Tech,CND,7.46
Male,B.Tech,CSE,7.95
Female,B.Tech,CSE,5.69
Female,B.Tech,ECE,6.79
Male,B.Tech,CSE,6.97
Male,B.Tech,ECE,6.32
Female,B.Tech,CSE,6.44
Male,MS,CSE,8.59
Male,MS,ECE,8.33
Male,B.Tech,CND,7.8
Male,B.Tech,CSE,7.34
Female,PhD,CSE,7.86
Female,B.Tech,ECE,7.42
Male,MS,CSE,7.33
Male,MS,CSE,7.78
Female,MS,ECE,7.27
Male,B.Tech,ECE,6.39
Female,B.Tech,CHD,7.09
Male,PhD,CHD,8.07
Male,B.Tech,CSE,6.12
Female,B.Tech,CSE,8.14
Female,B.Tech,CSE,6.88
Male,B.Tech,CND,6.47
Female,MS,CHD,7.24
Male,B.Tech,CSE,5.13
Male,MS,CHD,7.84
Other,MS,ECE,7.04
Female,B.Tech,CND,7.71
Male,B.Tech,CHD,7.03
Male,MS,CSE,9.09
Male,B.Tech,ECE,7.22
Male,PhD,ECE,7.94
Male,MS,CSE,6.68
Female,B.Tech,ECE,7.81
Male,MS,ECE,7.09
Female,B.Tech,CSE,6.59
Male,B.Tech,ECE,8.67
Male,MS,CHD,8.43
Male,MS,CSE,8.27
Male,B.Tech,CSE,7.94
Male,B.Tech,ECE,7.91
Female,B.Tech,CSE,8.58
Male,B.Tech,CHD,6.4
Female,B.Tech,CSE,6.62
Male,B.Tech,CSE,6.08
Other,B.Tech,CSE,6.97
Male,PhD,CHD,8.23
Female,B.Tech,ECE,5.25
Male,B.Tech,ECE,6.35
Female,MS,CSE,9.01
Female,MS,CND,8.17
Male,PhD,CSE,8.66
Male,B.Tech,CSE,6.88
Male,B.Tech,CSE,5.11
Female,B.Tech,CSE,6.87
Male,B.Tech,CSE,8.04
Male,B.Tech,CSE,5.81
Male,B.Tech,CSE,7.75
Male,B.Tech,CHD,5.3
Female,B.Tech,CSE,7.02
Male,B.Tech,ECE,7.54
Male,B.Tech,ECE,6.69
Female,B.Tech,CSE,9.47
Male,B.Tech,ECE,6.51
Female,B.Tech,ECE,6.42
Male,B.Tech,CSE,7.2
Male,B.Tech,CND,6.25
Male,B.Tech,ECE,5.56
Female,B.Tech,CHD,5.9
Male,MS,CND,8.53
Male,B.Tech,CSE,6.7
Male,B.Tech,CSE,8.7
Male,PhD,CSE,8.08
Female,B.Tech,CHD,7.71
Male,B.Tech,CHD,7.51
Female,B.Tech,ECE,6.54
Male,MS,CSE,7.38
Female,B.Tech,CSE,5.27
Male,B.Tech,CHD,7.55
Male,B.Tech,CND,8.2
Male,B.Tech,CSE,5.41
Female,B.Tech,CSE,6.63
Male,MS,ECE,7.53
Female,B.Tech,CSE,7.55
Female,B.Tech,CHD,6.67
Male,B.Tech,ECE,8.32
Male,B.Tech,ECE,6.62
Male,MS,ECE,7.13
Male,B.Tech,CSE,6.53
Female,B.Tech,CSE,6.64
Female,B.Tech,ECE,7.53
Male,B.Tech,ECE,6.63
Male,B.Tech,CSE,7.44
Male,MS,ECE,7.45
Male,B.Tech,CSE,6.71
Female,MS,CSE,7.45
Male,MS,CHD,7.41
Female,MS,ECE,8.89
Male,B.Tech,ECE,6.28
Male,B.Tech,CHD,6.65
Male,PhD,CHD,8.82
Male,MS,ECE,8.53
Male,MS,CSE,9.15
Female,B.Tech,CHD,7.48
Female,B.Tech,ECE,6.4
Male,MS,CSE,9.44
Male,B.Tech,ECE,7.58
Male,B.Tech,ECE,6.85
Female,B.Tech,CHD,7.06
Male,B.Tech,CND,7.18
Female,B.Tech,ECE,6.76
Male,B.Tech,ECE,5.62
Male,B.Tech,CSE,8.63
Female,B.Tech,ECE,6.98
Male,B.Tech,ECE,7.18
Male,B.Tech,ECE,9.08
Male,MS,ECE,7.52
Male,B.Tech,CHD,7.66
Male,B.Tech,CSE,6.21
Female,MS,CSE,8.22
Female,PhD,CHD,8.4
Male,B.Tech,CHD,7.79
Female,B.Tech,CHD,8.21
Male,B.Tech,ECE,6.42
Male,B.Tech,CHD,8.42
Male,MS,CHD,9.04
Male,PhD,CSE,8.18
Male,PhD,CND,8.3
Other,B.Tech,CSE,6.51
Male,B.Tech,CSE,6.69
Male,PhD,ECE,7.7
Male,B.Tech,CSE,7.78
Female,B.Tech,CSE,4.95
Female,MS,CSE,7.51
Male,B.Tech,CSE,6.95
Male,B.Tech,CSE,8.3
Male,MS,ECE,7.62
Male,B.Tech,ECE,7.43
Male,B.Tech,CHD,6.92
Male,B.Tech,CHD,7.95
Male,B.Tech,ECE,7.38
Male,B.Tech,ECE,7.83
Male,B.Tech,CSE,6.45
Female,B.Tech,CSE,5.99
Female,MS,CHD,8.26
Male,B.Tech,ECE,6.51
Male,MS,CND,8.02
Male,B.Tech,ECE,7.32
Male,B.Tech,CSE,8.24
Female,B.Tech,CHD,7.79
Male,B.Tech,ECE,6.32
Female,MS,CND,7.2
Female,B.Tech,ECE,8.71
Male,B.Tech,CSE,5.42
Male,B.Tech,CSE,6.55
Male,B.Tech,CSE,7.65
Male,B.Tech,CSE,8.64
Male,B.Tech,CSE,6.81
Male,B.Tech,ECE,7.03
Female,B.Tech,CND,6.12
Male,B.Tech,CHD,7.13
Male,B.Tech,ECE,5.85
Male,B.Tech,CSE,6.25
Female,B.Tech,CSE,7.76
Male,MS,CHD,7.7
Female,MS,CSE,8.64
Male,MS,CND,7.89
Male,B.Tech,CND,5.63
Male,PhD,ECE,8.88
Male,B.Tech,ECE,5.68
Female,PhD,CSE,8.0
Male,B.Tech,ECE,6.8
Female,B.Tech,CSE,8.01
Male,B.Tech,CSE,6.47
Male,B.Tech,ECE,6.07
Male,MS,CHD,8.11
Male,MS,CHD,7.85
Female,PhD,ECE,8.07
Female,B.Tech,ECE,7.22
Male,B.Tech,ECE,5.8
Male,B.Tech,CND,5.28
Male,PhD,CND,9.37
Male,B.Tech,ECE,7.1
Male,MS,CHD,8.12
Male,B.Tech,ECE,6.22
Male,B.Tech,CSE,7.9
Male,PhD,CSE,8.03
Male,B.Tech,CHD,4.21
Male,B.Tech,CHD,6.43
Male,B.Tech,ECE,6.72
Male,MS,ECE,7.88
Female,B.Tech,CSE,6.8
Male,B.Tech,CSE,6.36
Male,B.Tech,ECE,6.26
Male,B.Tech,ECE,6.7
Male,B.Tech,CND,5.35
Female,B.Tech,CSE,5.04
Male,PhD,CHD,8.35
Female,PhD,ECE,8.36
Female,B.Tech,CND,7.88
Male,MS,CND,7.82
Male,B.Tech,ECE,5.81
Female,B.Tech,CND,5.06
Male,B.Tech,ECE,6.11
Male,B.Tech,CSE,7.42
Male,B.Tech,ECE,8.44
Male,B.Tech,CSE,7.05
Male,MS,CHD,7.15
Male,B.Tech,CND,6.12
Female,B.Tech,ECE,6.15
Male,B.Tech,CSE,6.59
Female,B.Tech,CSE,8.12
Male,B.Tech,CSE,8.2
Male,B.Tech,CSE,6.83
Male,MS,CSE,8.13
Male,MS,ECE,7.44
Male,B.Tech,ECE,5.29
Male,B.Tech,ECE,8.79
Female,PhD,CSE,7.14
Male,B.Tech,CSE,5.16
Male,B.Tech,CSE,8.8
Female,B.Tech,CSE,7.02
Female,B.Tech,CSE,5.87
Male,MS,CSE,8.48
Male,B.Tech,ECE,7.77
Female,B.Tech,CHD,5.67
Male,B.Tech,ECE,6.47
Male,B.Tech,ECE,7.88
Male,PhD,CSE,7.89
Female,B.Tech,CHD,7.28
Male,B.Tech,CSE,8.42
Other,PhD,CSE,7.1
Male,B.Tech,CSE,6.66
Female,B.Tech,CSE,7.26
Male,B.Tech,ECE,5.21
Male,B.Tech,CND,6.47
Female,B.Tech,ECE,8.04
Male,B.Tech,CSE,6.3
Male,B.Tech,ECE,5.52
Male,PhD,CHD,8.87
Male,B.Tech,CHD,7.44
Male,B.Tech,ECE,6.93
Female,B.Tech,ECE,6.9
Male,MS,CHD,8.72
Male,B.Tech,ECE,7.29
Male,MS,CSE,8.45
Male,B.Tech,CSE,6.31
Female,PhD,CHD,7.34
Male,B.Tech,CHD,7.62
Male,B.Tech,ECE,8.1
Female,B.Tech,CND,6.78
Male,MS,CSE,8.62
Female,B.Tech,ECE,6.66
Female,B.Tech,CSE,6.91
Female,B.Tech,CND,8.75
Male,MS,CSE,7.8
Female,MS,ECE,7.75
Female,B.Tech,CSE,5.13
Male,B.Tech,ECE,7.69
Male,B.Tech,CHD,6.29
Male,MS,ECE,8.1
Male,MS,CND,7.78
Male,B.Tech,CND,6.55
Male,B.Tech,CSE,6.88
Male,PhD,CND,8.28
Male,MS,CSE,8.82
Male,B.Tech,CSE,8.52
Male,B.Tech,ECE,7.65
Female,B.Tech,ECE,8.27
Male,B.Tech,CSE,7.85
Male,B.Tech,CSE,7.49
Male,B.Tech,CND,8.46
Male,B.Tech,ECE,5.69
Female,B.Tech,CSE,6.32
Female,B.Tech,ECE,6.18
Male,B.Tech,CSE,6.7
Female,MS,ECE,8.48
Male,B.Tech,ECE,5.88
Male,B.Tech,ECE,7.5
Male,B.Tech,CSE,6.41
Female,MS,CHD,7.76
Male,MS,CSE,8.14
Female,B.Tech,ECE,8.68
Female,PhD,ECE,7.94
Male,B.Tech,ECE,6.92
Male,PhD,CSE,7.76
Female,B.Tech,ECE,6.28
Male,B.Tech,ECE,5.91
Male,B.Tech,CSE,7.24
Male,B.Tech,CSE,7.43
Male,B.Tech,ECE,7.69
Male,MS,CSE,7.47
Male,MS,ECE,8.36
Male,B.Tech,ECE,7.11
Male,B.Tech,ECE,6.94
Female,B.Tech,CND,5.76
Other,B.Tech,ECE,7.15
Male,B.Tech,ECE,7.18
Male,B.Tech,ECE,7.1
Female,MS,CND,8.28
Male,B.Tech,CSE,7.69
Male,B.Tech,CHD,5.9
Female,B.Tech,CND,6.78
Female,B.Tech,CSE,7.52
Female,B.Tech,CSE,6.73
Female,MS,CND,8.67
Male,B.Tech,ECE,7.09
Male,B.Tech,CSE,5.05
Female,MS,CHD,8.59
Male,B.Tech,CSE,6.88
Male,MS,CSE,6.76
Female,B.Tech,ECE,6.75
Female,B.Tech,ECE,5.73
Male,MS,CND,8.53
Female,MS,ECE,7.97
Female,B.Tech,CHD,6.08
Female,B.Tech,CSE,7.81
Male,MS,ECE,8.32
Male,B.Tech,CSE,6.76
Male,B.Tech,CSE,5.75
Male,MS,CND,7.41
Male,B.Tech,CSE,6.14
Male,MS,CND,8.52
Male,MS,CSE,6.82
Female,B.Tech,CSE,6.95
Male,MS,CSE,7.82
Female,B.Tech,ECE,8.04
Female,B.Tech,CSE,7.23
Male,B.Tech,ECE,7.54
Female,MS,CHD,7.63
Male,MS,ECE,7.14
Male,B.Tech,ECE,6.67
Female,B.Tech,ECE,7.78
Male,PhD,CND,8.69
Female,B.Tech,CSE,6.57
Male,B.Tech,CSE,6.14
Female,B.Tech,CSE,5.94
Male,PhD,CHD,8.23
Male,MS,CHD,8.1
Male,MS,CND,9.03
Female,B.Tech,CHD,7.12
Female,MS,CSE,8.43
Male,B.Tech,ECE,6.22
Male,MS,CHD,8.03
Male,B.Tech,CND,7.14
Female,B.Tech,CSE,6.86
Male,B.Tech,ECE,6.98
Female,B.Tech,CHD,7.13
Female,MS,ECE,8.34
Male,PhD,ECE,8.88
Male,B.Tech,CND,4.73
Male,MS,CND,8.78
Female,B.Tech,CSE,5.29
Male,MS,ECE,8.22
Male,MS,ECE,9.65
Female,MS,CND,7.97
Male,B.Tech,CND,7.18
Male,B.Tech,ECE,6.69
Male,MS,ECE,8.47
Male,B.Tech,CSE,7.36
Female,MS,CHD,7.53
Male,PhD,ECE,8.24
Male,B.Tech,ECE,5.88
Female,MS,CHD,7.92
Male,MS,ECE,7.71
Female,B.Tech,CND,7.14
Female,B.Tech,CSE,6.29
Male,MS,CHD,7.85
Male,B.Tech,ECE,7.01
Female,B.Tech,ECE,7.08
Male,MS,CHD,8.19
Male,B.Tech,CSE,6.83
Female,MS,CSE,7.45
Male,B.Tech,CSE,7.08
Female,B.Tech,CSE,6.82
Male,PhD,CHD,8.81
Male,B.Tech,CSE,8.15
Male,MS,ECE,7.04
Female,MS,CSE,8.43
Female,MS,ECE,8.57
Female,B.Tech,ECE,5.65
Male,B.Tech,CSE,7.58
Male,MS,CHD,8.63
Male,B.Tech,CHD,6.05
Male,B.Tech,CSE,6.76
Male,B.Tech,ECE,7.19
Male,B.Tech,CSE,7.57
Male,MS,CSE,7.31
Female,MS,ECE,8.81
Male,PhD,CSE,7.29
Female,B.Tech,CHD,8.32
Male,MS,CSE,8.39
Male,B.Tech,CSE,6.38
Male,B.Tech,ECE,7.86
Male,B.Tech,ECE,5.95
Male,PhD,CHD,8.36
Male,MS,CSE,8.17
Male,PhD,CND,8.42
Female,MS,CND,7.41
Female,MS,ECE,7.65
Female,B.Tech,ECE,7.13
Male,MS,ECE,7.49
Male,B.Tech,CSE,7.27
Male,B.Tech,CSE,6.39
Male,B.Tech,CSE,8.0
Male,B.Tech,CND,8.56
Male,B.Tech,CSE,6.7
Male,B.Tech,ECE,7.92
Male,B.Tech,CSE,6.79
Male,PhD,CHD,7.83
Female,MS,CSE,7.7
Female,B.Tech,ECE,7.09
Female,B.Tech,CSE,5.21
Female,B.Tech,CHD,7.63
Male,B.Tech,CHD,7.09
Female,B.Tech,ECE,8.0
Female,PhD,CSE,8.6
Male,B.Tech,CSE,7.12
Male,B.Tech,CHD,6.64
Female,B.Tech,CSE,8.52
Male,B.Tech,CSE,9.17
Female,B.Tech,ECE,6.66
Male,B.Tech,CSE,8.04
Male,PhD,CSE,7.95
Male,B.Tech,ECE,6.41
Male,B.Tech,CSE,6.61
Female,B.Tech,CSE,7.68
Other,B.Tech,ECE,5.93
Male,B.Tech,CSE,8.55
Male,B.Tech,ECE,7.94
Female,B.Tech,CSE,7.66
Male,B.Tech,ECE,6.71
Male,B.Tech,ECE,7.83
Male,B.Tech,ECE,4.08
Female,B.Tech,CSE,7.44
Female,B.Tech,CSE,7.16
Male,B.Tech,CHD,5.11
Male,B.Tech,CSE,7.41
Female,B.Tech,ECE,7.59
Female,B.Tech,CND,5.15
Male,B.Tech,ECE,5.81
Male,B.Tech,CSE,9.06
Female,B.Tech,CSE,6.81
Male,PhD,CND,8.79
Male,MS,CHD,8.79
Male,MS,CHD,8.28
Male,MS,ECE,8.71
Male,PhD,CND,7.24
Male,MS,CHD,7.84
Female,B.Tech,CSE,4.0
Male,B.Tech,ECE,5.25
Male,B.Tech,ECE,6.45
Male,B.Tech,CSE,6.33
Female,PhD,CND,8.32
Female,B.Tech,CSE,6.98
Male,MS,ECE,8.09
Female,B.Tech,CSE,7.17
Male,B.Tech,CSE,7.33
Female,B.Tech,ECE,6.04
Male,B.Tech,CND,6.28
Female,B.Tech,ECE,6.96
Male,MS,CSE,7.99
Male,MS,CHD,7.24
Female,MS,CSE,8.76
Male,B.Tech,CSE,7.72
Male,MS,CSE,7.4
Male,B.Tech,CSE,6.79
Female,B.Tech,ECE,9.01
Male,MS,ECE,8.11
Male,B.Tech,CSE,7.4
Female,B.Tech,ECE,6.39
Male,B.Tech,CSE,6.69
Male,MS,CND,9.06
Female,B.Tech,ECE,7.11
Male,B.Tech,CSE,6.93
Male,B.Tech,CND,7.01
Male,MS,ECE,9.78
Female,MS,ECE,8.03
Male,B.Tech,CSE,6.17
Female,B.Tech,ECE,6.34
Female,B.Tech,ECE,7.78
Male,B.Tech,CSE,5.57
Female,MS,CSE,8.32
Male,B.Tech,ECE,6.28
Male,B.Tech,CSE,5.14
Female,MS,CSE,7.31
Female,B.Tech,ECE,7.03
Male,MS,CND,8.98
Male,MS,CSE,8.64
Male,MS,CSE,7.79
Male,B.Tech,CHD,7.97
Male,B.Tech,CSE,6.64
Male,PhD,CHD,7.57
Female,B.Tech,CND,7.02
Male,B.Tech,CHD,5.49
Male,B.Tech,CSE,7.79
Female,B.Tech,CSE,7.81
Female,PhD,CSE,7.86
Male,B.Tech,CND,7.15
Male,B.Tech,CND,7.14
Male,MS,CSE,8.61
Male,PhD,CHD,7.68
Male,B.Tech,CHD,7.6
Female,B.Tech,CSE,5.68
Male,B.Tech,CSE,7.78
Male,B.Tech,CSE,8.06
Male,MS,ECE,7.53
Male,B.Tech,CHD,8.22
Male,B.Tech,CND,5.43
Other,B.Tech,CSE,8.1
Male,B.Tech,CSE,8.44
Male,B.Tech,ECE,7.35
Male,B.Tech,ECE,6.8
Female,MS,CHD,8.22
Male,B.Tech,ECE,6.4
Male,PhD,CHD,9.61
Female,B.Tech,CSE,6.41
Male,B.Tech,ECE,8.32
Male,B.Tech,CND,6.26
Male,B.Tech,CSE,8.6
Male,B.Tech,ECE,9.01
Male,B.Tech,CSE,7.39
Female,MS,ECE,8.2
Male,MS,ECE,7.33
Male,B.Tech,ECE,5.92
Male,B.Tech,CHD,7.3
Male,MS,ECE,9.02
Male,B.Tech,ECE,6.45
Female,PhD,CSE,9.4
Male,MS,CHD,7.57
Female,B.Tech,CSE,7.23
Male,B.Tech,CHD,7.23
Male,B.Tech,CSE,6.9
Male,MS,CSE,6.57
Male,B.Tech,CSE,6.38
Male,MS,CND,8.14
Male,B.Tech,CSE,6.9
Female,B.Tech,CSE,7.64
Male,B.Tech,CSE,7.76
Male,B.Tech,CSE,6.76
Male,B.Tech,CSE,6.04
Male,B.Tech,ECE,8.55
Male,B.Tech,CSE,5.64
Male,B.Tech,ECE,6.4
Male,B.Tech,CSE,6.15
Female,MS,ECE,8.52
Female,B.Tech,ECE,8.32
Male,B.Tech,CSE,6.83
Male,MS,ECE,8.16
Female,MS,ECE,8.3
Male,B.Tech,CSE,8.8
Male,B.Tech,ECE,5.23
Male,MS,ECE,8.52
Male,MS,CHD,8.26
Male,MS,CSE,7.74
Male,B.Tech,CSE,7.33
Male,B.Tech,CSE,7.74
Male,B.Tech,ECE,7.58
Female,MS,ECE,9.51
Male,B.Tech,CSE,7.13
Male,B.Tech,ECE,7.03
Male,MS,CSE,7.87
Female,B.Tech,CND,7.55
Female,B.Tech,CSE,6.97
Male,B.Tech,ECE,7.01
Male,B.Tech,CSE,7.02
Female,B.Tech,CHD,6.87
Female,B.Tech,CSE,6.39
Male,B.Tech,CSE,7.42
Male,B.Tech,CSE,6.71
Male,B.Tech,CND,7.61
Female,B.Tech,CND,7.11
Male,B.Tech,CSE,6.61
Male,B.Tech,ECE,8.56
Female,B.Tech,ECE,6.9
Female,B.Tech,CSE,7.62
Female,B.Tech,CSE,6.3
Female,B.Tech,CND,4.97
Male,B.Tech,ECE,6.43
Male,B.Tech,CSE,4.86
Male,MS,CSE,7.83
Female,B.Tech,CSE,8.47
Male,B.Tech,ECE,6.09
Other,B.Tech,CSE,4.89
Male,MS,ECE,9.05
Female,B.Tech,CSE,6.52
Male,B.Tech,CSE,6.98
Male,B.Tech,CSE,7.79
Female,B.Tech,CHD,7.52
Male,PhD,CSE,8.68
Female,B.Tech,ECE,7.9
Male,MS,ECE,6.78
Female,B.Tech,ECE,5.59
Male,B.Tech,CSE,8.17
Male,B.Tech,ECE,6.22
Female,B.Tech,CHD,6.33
Male,B.Tech,CSE,5.74
Male,B.Tech,CSE,6.6
Male,B.Tech,ECE,6.65
Male,MS,CSE,7.34
Male,B.Tech,ECE,5.95
Female,B.Tech,CSE,7.32
Male,B.Tech,ECE,6.19
Male,B.Tech,ECE,6.39
Male,B.Tech,CSE,4.81
Male,MS,CHD,9.36
Male,PhD,ECE,8.77
Female,B.Tech,CSE,6.51
Female,B.Tech,CSE,6.1
Male,B.Tech,ECE,7.01
Male,MS,CSE,7.99
Female,B.Tech,CND,5.72
Male,B.Tech,ECE,4.45
Male,PhD,CSE,8.04
Male,MS,CND,6.91
Male,B.Tech,CSE,7.17
Female,PhD,CHD,8.39
Female,B.Tech,CSE,6.03
Male,B.Tech,ECE,6.47
Male,B.Tech,ECE,8.76
Female,MS,ECE,8.54
Female,B.Tech,CSE,6.55
Male,B.Tech,CSE,9.29
Male,PhD,ECE,7.7
Male,B.Tech,CSE,6.19
Female,MS,ECE,7.92
Female,B.Tech,ECE,5.47
Male,B.Tech,CHD,8.79
Female,B.Tech,CSE,7.18
Male,MS,CSE,7.45
Male,B.Tech,CHD,7.45
Male,B.Tech,CHD,7.15
Male,B.Tech,ECE,6.7
Male,MS,CSE,7.15
Male,B.Tech,ECE,5.56
Male,B.Tech,ECE,9.19
Male,B.Tech,CSE,5.65
Male,MS,ECE,9.19
Male,B.Tech,ECE,6.16
Male,B.Tech,CSE,7.79
Male,PhD,CHD,8.53
Male,MS,ECE,8.47
Female,B.Tech,ECE,7.73
Female,PhD,CHD,7.49
Female,B.Tech,CSE,6.32
Male,B.Tech,ECE,5.63
Male,B.Tech,ECE,7.19
Female,B.Tech,CND,5.68
Male,MS,ECE,6.61
Male,B.Tech,CSE,6.76
Male,B.Tech,CND,4.79
Female,B.Tech,ECE,7.26
Male,B.Tech,CND,5.74
Female,B.Tech,CSE,6.16
Female,B.Tech,CSE,4.72
Male,B.Tech,CSE,8.65
Female,MS,CND,6.98
Male,B.Tech,CHD,6.64
Female,B.Tech,ECE,5.21
Male,B.Tech,CSE,6.16
Female,B.Tech,CSE,8.75
Male,PhD,CHD,8.45
Female,MS,ECE,7.49
Male,B.Tech,ECE,6.97
Male,B.Tech,CSE,6.44
Female,B.Tech,ECE,6.91
Female,B.Tech,CSE,7.74
Male,B.Tech,ECE,6.67
Male,MS,ECE,8.15
Male,MS,CND,8.17
Female,B.Tech,ECE,6.67
Female,MS,ECE,7.48
Female,MS,CSE,7.63
Male,MS,CND,8.49
Male,PhD,CSE,8.69
Male,B.Tech,CSE,5.86
Female,B.Tech,CND,6.74
Male,MS,CHD,7.47
Female,MS,ECE,8.56
Male,PhD,CSE,8.06
Male,B.Tech,CHD,9.2
Male,B.Tech,CSE,7.22
